"","gbifID","species","locality"
"1829",3720639657,"Hypochaeris glabra","Terschelling"
"1830",3720627022,"Pyrola rotundifolia","Terschelling"
"1831",3720576067,"Beta vulgaris","Terschelling"
"1832",3720555791,"Pinus sylvestris","Terschelling"
"1833",3720543514,"Rosa rugosa","Terschelling"
"1834",3720520280,"Viola tricolor","Terschelling"
"1835",3720497456,"Rosa spinosissima","Terschelling"
"1836",3720493053,"Erodium cicutarium","Terschelling"
"1837",3720483240,"Pedicularis palustris","Terschelling"
"1838",3720427201,"Crambe maritima","Terschelling"
"1839",3720409942,"Dactylorhiza maculata","Terschelling"
"1840",3720390166,"Crambe maritima","Terschelling"
"1841",3720370187,"Torilis nodosa","Terschelling"
"1842",3720345906,"Potentilla erecta","Terschelling"
"1843",3720333804,"Viola tricolor","Terschelling"
"1844",3720313570,"Myrica gale","Terschelling"
"1845",3720277877,"Veronica officinalis","Terschelling"
"1846",3720268171,"Ranunculus flammula","Terschelling"
"1847",3720259184,"Arenaria serpyllifolia","Terschelling"
"1848",3720244422,"Crambe maritima","Terschelling"
"1849",3720237160,"Crambe maritima","Terschelling"
"1850",3720199925,"Geranium molle","Terschelling"
"1851",3720193810,"Amelanchier lamarckii","Terschelling"
"1852",3720184089,"Bromus hordeaceus","Terschelling"
"1853",3720180208,"Crassula tillaea","Terschelling"
"1854",3720109005,"Vicia lathyroides","Terschelling"
"1855",3720040264,"Torilis nodosa","Terschelling"
"1856",3720037252,"Tripleurospermum maritimum","Terschelling"
"1857",3719738439,"Plantago lanceolata","Terschelling"
"1858",3719719473,"Suaeda maritima","Terschelling"
"1859",3719479070,"Torilis nodosa","Terschelling"
"1860",3719302711,"Suaeda maritima","Terschelling"
"1861",3719197240,"Cakile maritima","Terschelling"
"1862",3719191687,"Dicranum scoparium","Terschelling"
"1863",3718848409,"Spergula arvensis","Terschelling"
"1864",3718772144,"Jasione montana","Terschelling"
"1865",3718737950,"Cardamine flexuosa","Terschelling"
"1866",3718582667,"Vaccinium macrocarpon","Terschelling"
"1867",3718505987,"Artemisia maritima","Terschelling"
"1868",3718494013,"Potentilla erecta","Terschelling"
"1869",3718472858,"Erica tetralix","Terschelling"
"1870",3718439659,"Polytrichum juniperinum","Terschelling"
"1871",3718430884,"Artemisia maritima","Terschelling"
"1872",3718372011,"Crambe maritima","Terschelling"
"1873",3718368998,"Crambe maritima","Terschelling"
"1874",3718318067,"Crambe maritima","Terschelling"
"1875",3718251384,"Sonchus arvensis","Terschelling"
"1876",3718250592,"Jasione montana","Terschelling"
"1877",3718248963,"Persicaria lapathifolia","Terschelling"
"1878",3718187116,"Picea sitchensis","Terschelling"
"1879",3718180987,"","Terschelling"
"1880",3718171549,"Trifolium fragiferum","Terschelling"
"1881",3718154139,"Hydrocotyle vulgaris","Terschelling"
"1882",3718071731,"Crambe maritima","Terschelling"
"1883",3718065820,"Crambe maritima","Terschelling"
"1884",3718035305,"Rosa rugosa","Terschelling"
"1885",3718008057,"Persicaria lapathifolia","Terschelling"
"1886",3718000735,"Crithmum maritimum","Terschelling"
"1887",3717999790,"Lonicera periclymenum","Terschelling"
"1888",3717951179,"Crithmum maritimum","Terschelling"
"1889",3717950416,"Limonium vulgare","Terschelling"
"1890",3717939632,"Jasione montana","Terschelling"
"1891",3717922500,"Sporobolus anglicus","Terschelling"
"1892",3717917476,"Crambe maritima","Terschelling"
"1893",3717917169,"Limonium vulgare","Terschelling"
"1894",3717813684,"Lysimachia arvensis","Terschelling"
"1895",3717813624,"Jasione montana","Terschelling"
"1896",3717781603,"Crambe maritima","Terschelling"
"1897",3717748919,"Comarum palustre","Terschelling"
"1898",3717732027,"Solanum nigrum","Terschelling"
"1899",3717730735,"Crithmum maritimum","Terschelling"
"1900",3717729164,"Echium vulgare","Terschelling"
"1901",3717726068,"Artemisia maritima","Terschelling"
"1902",3717714520,"Hieracium umbellatum","Terschelling"
"1903",3717701060,"Crambe maritima","Terschelling"
"1904",3717695952,"Quercus robur","Terschelling"
"1905",3717684968,"Valeriana officinalis","Terschelling"
"1906",3717654430,"Honckenya peploides","Terschelling"
"1907",3717638021,"Trifolium fragiferum","Terschelling"
"1908",3717637506,"Plantago maritima","Terschelling"
"1909",3717637500,"Carex arenaria","Terschelling"
"1910",3717630366,"Galium mollugo","Terschelling"
"1911",3717611720,"Plantago maritima","Terschelling"
"1912",3717582336,"Cakile maritima","Terschelling"
"1913",3717552828,"Crambe maritima","Terschelling"
"1914",3717538339,"Lycopsis arvensis","Terschelling"
"1915",3717534584,"Galeopsis bifida × tetrahit","Terschelling"
"1916",3717512388,"Honckenya peploides","Terschelling"
"1917",3717499124,"Crambe maritima","Terschelling"
"1918",3717476418,"Solanum nigrum","Terschelling"
"1919",3717470908,"Malva neglecta","Terschelling"
"1920",3717457688,"Juncus tenuis","Terschelling"
"1921",3717448231,"Scorzoneroides autumnalis","Terschelling"
"1922",3717446866,"Crithmum maritimum","Terschelling"
"1923",3717430649,"Tripleurospermum maritimum","Terschelling"
"1924",3717420345,"Crithmum maritimum","Terschelling"
"1925",3717377324,"Crithmum maritimum","Terschelling"
"1926",3717321788,"Limonium vulgare","Terschelling"
"1927",3717314338,"Crambe maritima","Terschelling"
"1928",3717311192,"Honckenya peploides","Terschelling"
"1929",3717310621,"Crambe maritima","Terschelling"
"1930",3717282064,"Artemisia maritima","Terschelling"
"1931",3717254244,"Crithmum maritimum","Terschelling"
"1932",3717239828,"Lycopodiella inundata","Terschelling"
"1933",3717234328,"Crithmum maritimum","Terschelling"
"1934",3717231753,"Juncus bulbosus","Terschelling"
"1935",3717219002,"Viola tricolor","Terschelling"
"1936",3717194159,"Carex arenaria","Terschelling"
"1937",3717180851,"","Terschelling"
"1938",3717166418,"Artemisia maritima","Terschelling"
"1939",3717166179,"Honckenya peploides","Terschelling"
"1940",3717155500,"Sonchus arvensis","Terschelling"
"1941",3717145676,"Argentina anserina","Terschelling"
"1942",3717140825,"Veronica officinalis","Terschelling"
"1943",3717116118,"Plantago maritima","Terschelling"
"1944",3717100544,"Crambe maritima","Terschelling"
"1945",3717093906,"","Terschelling"
"1946",3717093846,"Atriplex prostrata","Terschelling"
"1947",3717084743,"Eleocharis palustris","Terschelling"
"1948",3717080180,"Suaeda maritima","Terschelling"
"1949",3717067876,"Sorbus aucuparia","Terschelling"
"1950",3717057732,"Crambe maritima","Terschelling"
"1951",3717022635,"Sonchus arvensis","Terschelling"
"1952",3717021472,"Echium vulgare","Terschelling"
"1953",3717004681,"Limonium vulgare","Terschelling"
"1954",3716996650,"Scutellaria galericulata","Terschelling"
"1955",3716980707,"Torilis nodosa","Terschelling"
"1956",3716963558,"Crambe maritima","Terschelling"
"1957",3716952801,"Crambe maritima","Terschelling"
"1958",3716946260,"Crambe maritima","Terschelling"
"1959",3716911133,"Carex arenaria","Terschelling"
"1960",3716899954,"Artemisia maritima","Terschelling"
"1961",3716896613,"","Terschelling"
"1962",3716862666,"Crambe maritima","Terschelling"
"1963",3716825196,"Carex arenaria","Terschelling"
"1964",3716817674,"","Terschelling"
"1965",3716799152,"Plantago maritima","Terschelling"
"1966",3716798754,"Medicago sativa","Terschelling"
"1967",3716789664,"Artemisia maritima","Terschelling"
"1968",3716787132,"Artemisia maritima","Terschelling"
"1969",3716777121,"Plantago maritima","Terschelling"
"1970",3716762205,"Artemisia maritima","Terschelling"
"1971",3716729156,"Melilotus altissimus","Terschelling"
"1972",3716694040,"Honckenya peploides","Terschelling"
"1973",3716608865,"Crambe maritima","Terschelling"
"1974",3716564809,"Lycopodiella inundata","Terschelling"
"1975",3716546946,"Sonchus arvensis","Terschelling"
"1976",3716540549,"","Terschelling"
"1977",3716451400,"Asplenium scolopendrium","Terschelling"
"1978",3716366362,"Hypericum perforatum","Terschelling"
"1979",3716249768,"","Terschelling"
"1980",3715764014,"Allium vineale","Terschelling"
"1981",3715740240,"Geranium pusillum","Terschelling"
"1982",3715617144,"Picea sitchensis","Terschelling"
"1983",3715557566,"Dactylorhiza majalis","Terschelling"
"1984",3715513724,"Sisymbrium officinale","Terschelling"
"1985",3715487627,"Cirsium arvense","Terschelling"
"1986",3715474018,"Plantago lanceolata","Terschelling"
"1987",3715470678,"Lonicera periclymenum","Terschelling"
"1988",3715414585,"","Terschelling"
"1989",3715331097,"Galium mollugo","Terschelling"
"1990",3715328125,"Dactylorhiza maculata","Terschelling"
"1991",3715313155,"Dactylorhiza majalis","Terschelling"
"1992",3715284194,"Trifolium dubium","Terschelling"
"1993",3715274166,"Achillea millefolium","Terschelling"
"1994",3715273121,"Molinia caerulea","Terschelling"
"1995",3715267205,"Molinia caerulea","Terschelling"
"1996",3715245165,"Galium mollugo","Terschelling"
"1997",3715224257,"Epipactis helleborine","Terschelling"
"1998",3715219194,"Molinia caerulea","Terschelling"
"1999",3715213060,"Dactylorhiza maculata","Terschelling"
"2000",3715193139,"Achillea millefolium","Terschelling"
"2001",3715171163,"Juncus articulatus","Terschelling"
"2002",3715159175,"Molinia caerulea","Terschelling"
"2003",3715153168,"Achillea millefolium","Terschelling"
"2004",3715151218,"Galium mollugo","Terschelling"
"2005",3715148157,"Dactylorhiza maculata","Terschelling"
"2006",3715139168,"Achillea millefolium","Terschelling"
"2007",3715106122,"Molinia caerulea","Terschelling"
"2008",3715087389,"Linaria vulgaris","Terschelling"
"2009",3715025403,"Lonicera periclymenum","Terschelling"
"2010",3715003298,"Rumex crispus","Terschelling"
"2011",3714861869,"Holcus mollis","Terschelling"
"2012",3714859937,"Veronica hederifolia","Terschelling"
"2013",3714857890,"Trifolium repens","Terschelling"
"2014",3714849882,"Triglochin maritima","Terschelling"
"2015",3714849881,"Bromus sterilis","Terschelling"
"2016",3714834876,"Carex arenaria","Terschelling"
"2017",3714822885,"Convallaria majalis","Terschelling"
"2018",3714806981,"Elymus repens","Terschelling"
"2019",3714806925,"Anthriscus sylvestris","Terschelling"
"2020",3714799840,"Cerastium glomeratum","Terschelling"
"2021",3714765904,"Calamagrostis arenaria","Terschelling"
"2022",3714762916,"","Terschelling"
"2023",3714757968,"","Terschelling"
"2024",3714737901,"Bromus hordeaceus","Terschelling"
"2025",3714735893,"Lotus corniculatus","Terschelling"
"2026",3714726883,"Betula pubescens","Terschelling"
"2027",3714719894,"Ilex aquifolium","Terschelling"
"2028",3714711884,"Impatiens glandulifera","Terschelling"
"2029",3714704898,"Pinus pinaster","Terschelling"
"2030",3714701877,"Castanea sativa","Terschelling"
"2031",3714683885,"Alnus glutinosa","Terschelling"
"2032",3714647853,"Polygonum aviculare","Terschelling"
"2033",3714640960,"Elymus athericus","Terschelling"
"2034",3714638905,"Ficaria verna","Terschelling"
"2035",3084006506,"Honckenya peploides","Terschelling"
"2036",3084006393,"Ranunculus peltatus","Terschelling"
"2037",3084005750,"Polygala vulgaris","Terschelling"
"2038",3084005720,"Malva neglecta","Terschelling"
"2039",3084004364,"Cakile maritima","Terschelling"
"2040",3084003976,"Borago officinalis","Terschelling"
"2041",3084003909,"Centaurium littorale","Terschelling"
"2042",3084003627,"Pyrola rotundifolia","Terschelling"
"2043",3084003208,"Bidens cernua","Terschelling"
"2044",3084003041,"Stachys palustris","Terschelling"
"2045",3084002962,"","Terschelling"
"2046",3084002951,"Odontites vulgaris","Terschelling"
"2047",3084002929,"Plantago maritima","Terschelling"
"2048",3084002928,"Plantago coronopus","Terschelling"
"2049",3084002846,"Myrica gale","Terschelling"
"2050",3084001310,"Vaccinium macrocarpon","Terschelling"
"2051",3083999679,"Orthotrichum diaphanum","Terschelling"
"2052",3083997484,"Dicranum scoparium","Terschelling"
"2053",3083997403,"Triglochin maritima","Terschelling"
"2054",3083996637,"Genista tinctoria","Terschelling"
"2055",3083996608,"Anthyllis vulneraria","Terschelling"
"2056",3083996458,"Limonium vulgare","Terschelling"
"2057",3083996030,"Vaccinium macrocarpon","Terschelling"
"2058",3083996009,"Empetrum nigrum","Terschelling"
"2059",3083995789,"Mnium hornum","Terschelling"
"2060",3083995424,"Amblystegium serpens","Terschelling"
"2061",3083995386,"Campylium stellatum","Terschelling"
"2062",3083995041,"Campylopus introflexus","Terschelling"
"2063",3083994676,"Sphagnum flexuosum","Terschelling"
"2064",3083992695,"Carex distans","Terschelling"
"2065",3083988475,"Thinopyrum junceiforme","Terschelling"
"2066",3083988050,"Viola tricolor","Terschelling"
"2067",3083988046,"Genista tinctoria","Terschelling"
"2068",3083988040,"Genista anglica","Terschelling"
"2069",3083988031,"Helosciadium inundatum","Terschelling"
"2070",3083988001,"Veronica officinalis","Terschelling"
"2071",3083987993,"Pedicularis palustris","Terschelling"
"2072",3083987860,"Carex flacca","Terschelling"
"2073",3083987854,"Carex nigra","Terschelling"
"2074",3083987850,"","Terschelling"
"2075",3083987774,"Juncus inflexus","Terschelling"
"2076",3083987761,"Baldellia ranunculoides","Terschelling"
"2077",3083987755,"Juncus bulbosus","Terschelling"
"2078",3083987742,"Festuca rubra","Terschelling"
"2079",3083987692,"Blysmus rufus","Terschelling"
"2080",3083987682,"Koeleria macrantha","Terschelling"
"2081",3083987143,"Butomus umbellatus","Terschelling"
"2082",3083987129,"Triglochin maritima","Terschelling"
"2083",3083987058,"Juncus gerardi","Terschelling"
"2084",3083986947,"Thrincia saxatilis","Terschelling"
"2085",3083986240,"Juncus gerardi","Terschelling"
"2086",3083986024,"Calamagrostis arenaria","Terschelling"
"2087",3083986022,"Parapholis strigosa","Terschelling"
"2088",3083984316,"Ceratodon purpureus","Terschelling"
"2089",3083981251,"Hippophae rhamnoides","Terschelling"
"2090",3083981250,"Polypodium vulgare","Terschelling"
"2091",3083980298,"Polytrichum juniperinum","Terschelling"
"2092",3083980278,"Homalothecium lutescens","Terschelling"
"2093",3083980177,"Syntrichia ruralis","Terschelling"
"2094",2845549842,"Galium aparine","Terschelling"
"2095",2845549401,"Vicia sativa","Terschelling"
"2096",2845545020,"Crithmum maritimum","Terschelling"
"2097",2845441464,"","Terschelling"
"2098",2845414350,"Tripleurospermum maritimum","Terschelling"
"2099",2845403412,"","Terschelling"
"2100",2845367824,"Ulex europaeus","Terschelling"
"2101",2845347316,"Crassula tillaea","Terschelling"
"2102",2845232641,"Crambe maritima","Terschelling"
"2103",2845191612,"Lycopsis arvensis","Terschelling"
"2104",2845107198,"Suaeda maritima","Terschelling"
"2105",2845092188,"Rosa spinosissima","Terschelling"
"2106",2845064069,"Atriplex prostrata","Terschelling"
"2107",2844956294,"Malva neglecta","Terschelling"
"2108",2844927783,"Calluna vulgaris","Terschelling"
"2109",2844891157,"Crambe maritima","Terschelling"
"2110",2844860441,"Atriplex glabriuscula","Terschelling"
"2111",2844792412,"Plantago coronopus","Terschelling"
"2112",2844754360,"Erica tetralix","Terschelling"
"2113",2844729771,"Atriplex prostrata","Terschelling"
"2114",2844714090,"Plantago maritima","Terschelling"
"2115",2844705990,"Sporobolus anglicus","Terschelling"
"2116",2844698284,"Limonium vulgare","Terschelling"
"2117",2844659276,"Crambe maritima","Terschelling"
"2118",2844636227,"Thinopyrum junceum","Terschelling"
"2119",2844428294,"Alopecurus pratensis","Terschelling"
"2120",2844425802,"Hippuris vulgaris","Terschelling"
"2121",2844390862,"Myosotis discolor","Terschelling"
"2122",2844356878,"Vicia cracca","Terschelling"
"2123",2844356877,"Rumex obtusifolius","Terschelling"
"2124",2844356855,"Cardamine hirsuta","Terschelling"
"2125",2844355011,"Polygonum aviculare","Terschelling"
"2126",2844278941,"Polygonum aviculare","Terschelling"
"2127",2844278929,"Polygonum aviculare","Terschelling"
"2128",2844278918,"Vicia cracca","Terschelling"
"2129",2844259703,"Crithmum maritimum","Terschelling"
"2130",2844205146,"Cirsium arvense","Terschelling"
"2131",2844129700,"Cytisus scoparius","Terschelling"
"2132",2844112005,"Goodyera repens","Terschelling"
"2133",2844085578,"Crassula tillaea","Terschelling"
"2134",2844015366,"Cardamine hirsuta","Terschelling"
"2135",2843940007,"Spirodela polyrhiza","Terschelling"
"2136",2843929433,"Cirsium arvense","Terschelling"
"2137",2843803540,"Luzula campestris","Terschelling"
"2138",2843749120,"Campylopus introflexus","Terschelling"
"2139",2843713293,"Raphanus raphanistrum","Terschelling"
"2140",2843656455,"Galium verum","Terschelling"
"2141",2843534158,"Platanthera bifolia","Terschelling"
"2142",2843501480,"Achillea millefolium","Terschelling"
"2143",2843463824,"Argentina anserina","Terschelling"
"2144",2843432138,"Cirsium arvense","Terschelling"
"2145",2843431794,"Carex flacca","Terschelling"
"2146",2843364903,"Genista tinctoria","Terschelling"
"2147",2843339609,"Crambe maritima","Terschelling"
"2148",2843309254,"Crassula tillaea","Terschelling"
"2149",2843295201,"Geranium molle","Terschelling"
"2150",2843291750,"Sedum acre","Terschelling"
"2151",2843261467,"Carduus nutans","Terschelling"
"2152",2843233305,"Dactylorhiza maculata","Terschelling"
"2153",2843232376,"Platanthera bifolia","Terschelling"
"2154",2843215955,"Artemisia maritima","Terschelling"
"2155",2843160531,"Vaccinium macrocarpon","Terschelling"
"2156",2843152129,"Ranunculus repens","Terschelling"
"2157",2843152127,"Rosa spinosissima","Terschelling"
"2158",2843131004,"Eryngium maritimum","Terschelling"
"2159",2843084959,"Juncus articulatus","Terschelling"
"2160",2843065881,"Rosa spinosissima","Terschelling"
"2161",2843043376,"Pilosella peleteriana","Terschelling"
"2162",2843038334,"Glyceria maxima","Terschelling"
"2163",2843034617,"Rumex crispus","Terschelling"
"2164",2843012401,"Convolvulus arvensis","Terschelling"
"2165",2843011273,"Plantago major","Terschelling"
"2166",2843011224,"Rumex acetosella","Terschelling"
"2167",2843008376,"Ophioglossum vulgatum","Terschelling"
"2168",2842986637,"Limonium vulgare","Terschelling"
"2169",2842982209,"Platanthera bifolia","Terschelling"
"2170",2842982158,"Aira praecox","Terschelling"
"2171",2842982141,"Ranunculus repens","Terschelling"
"2172",2842960285,"Malva neglecta","Terschelling"
"2173",2842960247,"Rumex acetosella","Terschelling"
"2174",2842957947,"Myrica gale","Terschelling"
"2175",2842956837,"Myosotis scorpioides","Terschelling"
"2176",2842956836,"Bromus hordeaceus","Terschelling"
"2177",2842956823,"Polygonum aviculare","Terschelling"
"2178",2842935100,"Dactylorhiza maculata","Terschelling"
"2179",2842935027,"Polygonum aviculare","Terschelling"
"2180",2842915298,"","Terschelling"
"2181",2842843753,"Vicia cracca","Terschelling"
"2182",2842792042,"Diplotaxis muralis","Terschelling"
"2183",2842778379,"Ononis spinosa","Terschelling"
"2184",2842740132,"Elymus athericus","Terschelling"
"2185",2842737528,"Artemisia maritima","Terschelling"
"2186",2842718383,"Atriplex littoralis","Terschelling"
"2187",2842698528,"","Terschelling"
"2188",2842680124,"Neottia ovata","Terschelling"
"2189",2842680101,"Ranunculus repens","Terschelling"
"2190",2842678250,"Atriplex prostrata","Terschelling"
"2191",2842675678,"Erica scoparia","Terschelling"
"2192",2842672175,"Erica scoparia","Terschelling"
"2193",2842666228,"Carex nigra","Terschelling"
"2194",2842666225,"Juncus effusus","Terschelling"
"2195",2842666173,"Polygonum aviculare","Terschelling"
"2196",2842659297,"Vicia cracca","Terschelling"
"2197",2842659295,"Anthoxanthum odoratum","Terschelling"
"2198",2842642147,"Galium aparine","Terschelling"
"2199",2842642146,"Luzula campestris","Terschelling"
"2200",2842604611,"Cardamine pratensis","Terschelling"
"2201",2842560676,"Spergularia media","Terschelling"
"2202",2842545374,"Aphanes australis","Terschelling"
"2203",2842538212,"Platanthera bifolia","Terschelling"
"2204",2842532068,"Crambe maritima","Terschelling"
"2205",2842498924,"Ranunculus acris","Terschelling"
"2206",2842498923,"Luzula campestris","Terschelling"
"2207",2842495486,"Carduus nutans","Terschelling"
"2208",2842477804,"Vicia cracca","Terschelling"
"2209",2842443490,"Crambe maritima","Terschelling"
"2210",2842435242,"Limonium vulgare","Terschelling"
"2211",2842430407,"Lycopsis arvensis","Terschelling"
"2212",2842412192,"Triglochin maritima","Terschelling"
"2213",2842406464,"Calluna vulgaris","Terschelling"
"2214",2842369937,"Hypochaeris radicata","Terschelling"
"2215",2842323948,"Lotus pedunculatus","Terschelling"
"2216",2842285064,"Cardamine hirsuta","Terschelling"
"2217",2842271476,"Crambe maritima","Terschelling"
"2218",2842270961,"Medicago lupulina","Terschelling"
"2219",2842250231,"Pilosella peleteriana","Terschelling"
"2220",2842247190,"Crambe maritima","Terschelling"
"2221",2842234375,"Sagina procumbens","Terschelling"
"2222",2842226010,"Sporobolus anglicus","Terschelling"
"2223",2842219224,"Neottia ovata","Terschelling"
"2224",2842159082,"Ranunculus repens","Terschelling"
"2225",2842159072,"Cirsium arvense","Terschelling"
"2226",2842152204,"Melilotus albus","Terschelling"
"2227",2842146205,"Polygonum aviculare","Terschelling"
"2228",2842145849,"Dactylorhiza maculata","Terschelling"
"2229",2842132717,"Crambe maritima","Terschelling"
"2230",2842124231,"Polygonum aviculare","Terschelling"
"2231",2842097606,"Teesdalia nudicaulis","Terschelling"
"2232",2842085669,"Chamaenerion angustifolium","Terschelling"
"2233",2842060075,"Galium aparine","Terschelling"
"2234",2842060039,"Juncus effusus","Terschelling"
"2235",2842060038,"Stellaria media","Terschelling"
"2236",2842058895,"Lycopsis arvensis","Terschelling"
"2237",2842056518,"Solanum nigrum","Terschelling"
"2238",2842035403,"Ulex europaeus","Terschelling"
"2239",2842021185,"Polygala vulgaris","Terschelling"
"2240",2842021125,"Vicia sativa","Terschelling"
"2241",2842021118,"Cirsium arvense","Terschelling"
"2242",2842016064,"Geranium molle","Terschelling"
"2243",2842015254,"Anacamptis morio","Terschelling"
"2244",2842015248,"Eriophorum angustifolium","Terschelling"
"2245",2842005110,"Rumex acetosa","Terschelling"
"2246",2842002189,"Sporobolus anglicus","Terschelling"
"2247",2842001298,"Viola tricolor","Terschelling"
"2248",2841985068,"Anacamptis morio","Terschelling"
"2249",2841974207,"Sonchus arvensis","Terschelling"
"2250",2841962955,"Rosa spinosissima","Terschelling"
"2251",2841962954,"Stellaria graminea","Terschelling"
"2252",2841935927,"","Terschelling"
"2253",2841918940,"Scutellaria galericulata","Terschelling"
"2254",2841918923,"Dryopteris dilatata","Terschelling"
"2255",2841918903,"Urtica dioica","Terschelling"
"2256",2841913991,"Artemisia maritima","Terschelling"
"2257",2841903608,"Sonchus arvensis","Terschelling"
"2258",2841826071,"Rumex acetosa","Terschelling"
"2259",2841807081,"Dactylorhiza maculata","Terschelling"
"2260",2841771245,"Stellaria media","Terschelling"
"2261",2841751185,"Scorzoneroides autumnalis","Terschelling"
"2262",2841751184,"Ranunculus repens","Terschelling"
"2263",2841751132,"Vicia cracca","Terschelling"
"2264",2841743067,"Arabidopsis thaliana","Terschelling"
"2265",2841706887,"Glechoma hederacea","Terschelling"
"2266",2841706864,"Scorzoneroides autumnalis","Terschelling"
"2267",2841689910,"Sonchus asper","Terschelling"
"2268",2841689893,"Rosa spinosissima","Terschelling"
"2269",2841658420,"Echium vulgare","Terschelling"
"2270",2841643101,"Juncus bufonius","Terschelling"
"2271",2841611826,"Rumex acetosa","Terschelling"
"2272",2841598063,"Scorzoneroides autumnalis","Terschelling"
"2273",2841592051,"Scutellaria galericulata","Terschelling"
"2274",2841592044,"Crambe maritima","Terschelling"
"2275",2841592043,"Rumex acetosa","Terschelling"
"2276",2841592042,"Vicia hirsuta","Terschelling"
"2277",2841591017,"Ranunculus repens","Terschelling"
"2278",2841588956,"Polygala vulgaris","Terschelling"
"2279",2841588922,"Juncus bufonius","Terschelling"
"2280",2841588880,"Polygonum aviculare","Terschelling"
"2281",2841587029,"Dactylorhiza maculata","Terschelling"
"2282",2841587028,"Potentilla reptans","Terschelling"
"2283",2841580995,"Carex echinata","Terschelling"
"2284",2841561163,"Solanum nigrum","Terschelling"
"2285",2841561161,"Crambe maritima","Terschelling"
"2286",2841561130,"Carex oederi","Terschelling"
"2287",2841536034,"Bellis perennis","Terschelling"
"2288",2841526976,"Tussilago farfara","Terschelling"
"2289",2841524184,"Lotus pedunculatus","Terschelling"
"2290",2841524183,"Rumex acetosa","Terschelling"
"2291",2841524182,"Bromus hordeaceus","Terschelling"
"2292",2841523852,"Bromus hordeaceus","Terschelling"
"2293",2841500462,"Viola canina","Terschelling"
"2294",2841477090,"Platanthera bifolia","Terschelling"
"2295",2841477083,"Ranunculus repens","Terschelling"
"2296",2841477081,"Ranunculus repens","Terschelling"
"2297",2841467362,"","Terschelling"
"2298",2841434980,"Dryopteris dilatata","Terschelling"
"2299",2841434967,"Rumex acetosa","Terschelling"
"2300",2841434944,"Urtica dioica","Terschelling"
"2301",2841434924,"Cirsium arvense","Terschelling"
"2302",2841432564,"Carex rostrata","Terschelling"
"2303",2841427993,"Lotus pedunculatus","Terschelling"
"2304",2841427992,"Anthoxanthum odoratum","Terschelling"
"2305",2841427957,"Platanthera bifolia","Terschelling"
"2306",2841418288,"Epipactis palustris","Terschelling"
"2307",2841417985,"Typha latifolia","Terschelling"
"2308",2841397968,"Polygonum aviculare","Terschelling"
"2309",2841397945,"Vicia cracca","Terschelling"
"2310",2841392120,"Vicia sativa","Terschelling"
"2311",2841392080,"Luzula campestris","Terschelling"
"2312",2841324824,"Tussilago farfara","Terschelling"
"2313",2841319441,"Crassula tillaea","Terschelling"
"2314",2841280328,"Cardamine pratensis","Terschelling"
"2315",2841271103,"Ranunculus acris","Terschelling"
"2316",2841271097,"Platanthera bifolia","Terschelling"
"2317",2841268357,"Vicia sativa","Terschelling"
"2318",2841267073,"Anacamptis morio","Terschelling"
"2319",2841259989,"Rosa spinosissima","Terschelling"
"2320",2841248055,"Anacamptis morio","Terschelling"
"2321",2841202975,"Crassula tillaea","Terschelling"
"2322",2841196005,"Sambucus nigra","Terschelling"
"2323",2841193035,"Juncus bufonius","Terschelling"
"2324",2841130559,"Rosa rugosa","Terschelling"
"2325",2841130342,"Lycopodiella inundata","Terschelling"
"2326",2841114234,"Ranunculus flammula","Terschelling"
"2327",2841061360,"Atriplex prostrata","Terschelling"
"2328",2841034975,"Luzula campestris","Terschelling"
"2329",2841030071,"Scorzoneroides autumnalis","Terschelling"
"2330",2841030070,"Geranium dissectum","Terschelling"
"2331",2841018307,"Eriophorum angustifolium","Terschelling"
"2332",2841011057,"Juncus bufonius","Terschelling"
"2333",2840944007,"Lotus pedunculatus","Terschelling"
"2334",2840943979,"Vicia cracca","Terschelling"
"2335",2840943978,"Cerastium fontanum","Terschelling"
"2336",2840943957,"Cerastium fontanum","Terschelling"
"2337",2840943922,"Cirsium arvense","Terschelling"
"2338",2840876265,"Ophioglossum vulgatum","Terschelling"
"2339",2840867040,"Luzula campestris","Terschelling"
"2340",2840848562,"Raphanus raphanistrum","Terschelling"
"2341",2840845630,"Calamagrostis arenaria","Terschelling"
"2342",2840788978,"Anacamptis morio","Terschelling"
"2343",2840767133,"Ophioglossum vulgatum","Terschelling"
"2344",2840712221,"","Terschelling"
"2345",2840631328,"Juncus balticus","Terschelling"
"2346",2840626061,"Juncus balticus","Terschelling"
"2347",2840623681,"Vaccinium macrocarpon","Terschelling"
"2348",2840545903,"Cakile maritima","Terschelling"
"2349",2840514838,"Dactylorhiza maculata","Terschelling"
"2350",2840490034,"Cakile maritima","Terschelling"
"2351",2840463692,"Hippophae rhamnoides","Terschelling"
"2352",2840450022,"Geranium dissectum","Terschelling"
"2353",2840449985,"Ranunculus repens","Terschelling"
"2354",2840442997,"Cakile maritima","Terschelling"
"2355",2840439670,"Typha latifolia","Terschelling"
"2356",2840426896,"Trifolium campestre","Terschelling"
"2357",2840426851,"Limonium vulgare","Terschelling"
"2358",2840419127,"Crithmum maritimum","Terschelling"
"2359",2840401527,"Neottia ovata","Terschelling"
"2360",2840393608,"Cardamine pratensis","Terschelling"
"2361",2840388511,"Pyrola rotundifolia","Terschelling"
"2362",2840379995,"Neottia ovata","Terschelling"
